date,time,temperature
5/23/18,0:09:45,21.375
5/23/18,0:09:51,21.375
5/23/18,0:09:57,21.375
5/23/18,0:10:03,21.375
5/23/18,0:10:09,21.375
5/23/18,0:10:15,21.375
5/23/18,0:10:21,21.375
5/23/18,0:10:27,21.375
5/23/18,0:10:33,21.375
5/23/18,0:10:39,21.375
5/23/18,0:10:45,21.375
5/23/18,0:10:51,21.375
5/23/18,0:10:56,21.375
5/23/18,0:11:02,21.375
5/23/18,0:11:08,21.375
5/23/18,0:11:14,21.375
5/23/18,0:11:20,21.375
5/23/18,0:11:26,21.375
5/23/18,0:11:32,21.375
5/23/18,0:11:38,21.375
5/23/18,0:11:44,21.375
5/23/18,0:11:50,21.375
5/23/18,0:11:56,21.375
5/23/18,0:12:02,21.375
5/23/18,0:12:07,21.375
5/23/18,0:12:13,21.375
5/23/18,0:12:19,21.375
5/23/18,0:12:25,21.375
5/23/18,0:12:31,21.375
5/23/18,0:12:37,21.375
5/23/18,0:12:43,21.375
5/23/18,0:12:49,21.375
5/23/18,0:12:55,21.375
5/23/18,0:13:01,21.375
5/23/18,0:13:07,21.375
5/23/18,0:13:13,21.375
5/23/18,0:13:19,21.375
5/23/18,0:13:24,21.375
5/23/18,0:13:30,21.375
5/23/18,0:13:36,21.375
5/23/18,0:13:42,21.375
5/23/18,0:13:48,21.375
5/23/18,0:13:54,21.375
5/23/18,0:14:00,21.375
5/23/18,0:14:06,21.375
5/23/18,0:14:12,21.375
5/23/18,0:14:18,21.375
5/23/18,0:14:24,21.375
5/23/18,0:14:30,21.375
5/23/18,0:14:35,21.375
5/23/18,0:14:41,21.375
5/23/18,0:14:47,21.375
5/23/18,0:14:53,21.375
5/23/18,0:14:59,21.375
5/23/18,0:15:05,21.375
5/23/18,0:15:11,21.375
5/23/18,0:15:17,21.375
5/23/18,0:15:23,21.375
5/23/18,0:15:29,21.375
5/23/18,0:15:35,21.375
5/23/18,0:15:41,21.375
5/23/18,0:15:47,21.375
5/23/18,0:15:52,21.375
5/23/18,0:15:58,21.375
5/23/18,0:16:04,21.375
5/23/18,0:16:10,21.375
5/23/18,0:16:16,21.375
5/23/18,0:16:22,21.375
5/23/18,0:16:28,21.375
5/23/18,0:16:34,21.375
5/23/18,0:16:40,21.437
5/23/18,0:16:46,21.437
5/23/18,0:16:52,21.375
5/23/18,0:16:58,21.437
5/23/18,0:17:03,21.375
5/23/18,0:17:09,21.375
5/23/18,0:17:15,21.437
5/23/18,0:17:21,21.437
5/23/18,0:17:27,21.375
5/23/18,0:17:33,21.375
5/23/18,0:17:39,21.375
5/23/18,0:17:45,21.375
5/23/18,0:17:51,21.437
5/23/18,0:17:57,21.437
5/23/18,0:18:03,21.375
5/23/18,0:18:09,21.375
5/23/18,0:18:15,21.375
5/23/18,0:18:20,21.375
5/23/18,0:18:26,21.437
5/23/18,0:18:32,21.375
5/23/18,0:18:38,21.375
5/23/18,0:18:44,21.375
5/23/18,0:18:50,21.375
5/23/18,0:18:56,21.375
5/23/18,0:19:02,21.375
5/23/18,0:19:08,21.375
5/23/18,0:19:14,21.375
5/23/18,0:19:20,21.437
5/23/18,0:19:26,21.437
5/23/18,0:19:31,21.437
5/23/18,0:19:37,21.437
5/23/18,0:19:43,21.437
5/23/18,0:19:49,21.375
5/23/18,0:19:55,21.437
5/23/18,0:20:01,21.437
5/23/18,0:20:07,21.437
5/23/18,0:20:13,21.437
5/23/18,0:20:19,21.437
5/23/18,0:20:25,21.437
5/23/18,0:20:31,21.437
5/23/18,0:20:37,21.437
5/23/18,0:20:43,21.437
5/23/18,0:20:48,21.437
5/23/18,0:20:54,21.437
5/23/18,0:21:00,21.437
5/23/18,0:21:06,21.437
5/23/18,0:21:12,21.437
5/23/18,0:21:18,21.437
5/23/18,0:21:24,21.437
5/23/18,0:21:30,21.437
5/23/18,0:21:36,21.437
5/23/18,0:21:42,21.437
5/23/18,0:21:48,21.437
5/23/18,0:21:54,21.437
5/23/18,0:21:59,21.437
5/23/18,0:22:05,21.437
5/23/18,0:22:11,21.437
5/23/18,0:22:17,21.437
5/23/18,0:22:23,21.437
5/23/18,0:22:29,21.437
5/23/18,0:22:35,21.437
5/23/18,0:22:41,21.437
5/23/18,0:22:47,21.437
5/23/18,0:22:53,21.437
5/23/18,0:22:59,21.437
5/23/18,0:23:05,21.437
5/23/18,0:23:11,21.437
5/23/18,0:23:16,21.437
5/23/18,0:23:22,21.437
5/23/18,0:23:28,21.437
5/23/18,0:23:34,21.437
5/23/18,0:23:40,21.437
5/23/18,0:23:46,21.437
5/23/18,0:23:52,21.437
5/23/18,0:23:58,21.437
5/23/18,0:24:04,21.437
5/23/18,0:24:10,21.437
5/23/18,0:24:16,21.437
5/23/18,0:24:22,21.437
5/23/18,0:24:27,21.437
5/23/18,0:24:33,21.437
5/23/18,0:24:39,21.437
5/23/18,0:24:45,21.437
5/23/18,0:24:51,21.437
5/23/18,0:24:57,21.437
5/23/18,0:25:03,21.437
5/23/18,0:25:09,21.437
5/23/18,0:25:15,21.437
5/23/18,0:25:21,21.437
5/23/18,0:25:27,21.437
5/23/18,0:25:33,21.437
5/23/18,0:25:39,21.437
5/23/18,0:25:44,21.437
5/23/18,0:25:50,21.437
5/23/18,0:25:56,21.437
5/23/18,0:26:02,21.437
5/23/18,0:26:08,21.437
5/23/18,0:26:14,21.437
5/23/18,0:26:20,21.437
5/23/18,0:26:26,21.437
5/23/18,0:26:32,21.437
5/23/18,0:26:38,21.437
5/23/18,0:26:44,21.437
5/23/18,0:26:50,21.437
5/23/18,0:26:55,21.437
5/23/18,0:27:01,21.437
5/23/18,0:27:07,21.437
5/23/18,0:27:13,21.437
5/23/18,0:27:19,21.437
5/23/18,0:27:25,21.437
5/23/18,0:27:31,21.437
5/23/18,0:27:37,21.437
5/23/18,0:27:43,21.437
5/23/18,0:27:49,21.437
5/23/18,0:27:55,21.437
5/23/18,0:28:01,21.437
5/23/18,0:28:07,21.437
5/23/18,0:28:12,21.437
5/23/18,0:28:18,21.437
5/23/18,0:28:24,21.437
5/23/18,0:28:30,21.437
5/23/18,0:28:36,21.437
5/23/18,0:28:42,21.437
5/23/18,0:28:48,21.437
5/23/18,0:28:54,21.437
5/23/18,0:29:00,21.437
5/23/18,0:29:06,21.437
5/23/18,0:29:12,21.437
5/23/18,0:29:18,21.437
5/23/18,0:29:23,21.437
5/23/18,0:29:29,21.437
5/23/18,0:29:35,21.437
5/23/18,0:29:41,21.437
5/23/18,0:29:47,21.437
5/23/18,0:29:53,21.437
5/23/18,0:29:59,21.437
5/23/18,0:30:05,21.437
5/23/18,0:30:11,21.437
5/23/18,0:30:17,21.437
5/23/18,0:30:23,21.437
5/23/18,0:30:29,21.437
5/23/18,0:30:35,21.437
5/23/18,0:30:40,21.437
5/23/18,0:30:46,21.437
5/23/18,0:30:52,21.437
5/23/18,0:30:58,21.437
5/23/18,0:31:04,21.437
5/23/18,0:31:10,21.437
5/23/18,0:31:16,21.5
5/23/18,0:31:22,21.437
5/23/18,0:31:28,21.437
5/23/18,0:31:34,21.437
5/23/18,0:31:40,21.437
5/23/18,0:31:46,21.437
5/23/18,0:31:51,21.437
5/23/18,0:31:57,21.437
5/23/18,0:32:03,21.437
5/23/18,0:32:09,21.437
5/23/18,0:32:15,21.437
5/23/18,0:32:21,21.437
5/23/18,0:32:27,21.437
5/23/18,0:32:33,21.437
5/23/18,0:32:39,21.437
5/23/18,0:32:45,21.5
5/23/18,0:32:51,21.437
5/23/18,0:32:57,21.437
5/23/18,0:33:03,21.437
5/23/18,0:33:08,21.437
5/23/18,0:33:14,21.437
5/23/18,0:33:20,21.437
5/23/18,0:33:26,21.437
5/23/18,0:33:32,21.437
5/23/18,0:33:38,21.437
5/23/18,0:33:44,21.437
5/23/18,0:33:50,21.437
5/23/18,0:33:56,21.437
5/23/18,0:34:02,21.437
5/23/18,0:34:08,21.437
5/23/18,0:34:14,21.437
5/23/18,0:34:19,21.437
5/23/18,0:34:25,21.437
5/23/18,0:34:31,21.437
5/23/18,0:34:37,21.437
5/23/18,0:34:43,21.437
5/23/18,0:34:49,21.437
5/23/18,0:34:55,21.437
5/23/18,0:35:01,21.437
5/23/18,0:35:07,21.5
5/23/18,0:35:13,21.437
5/23/18,0:35:19,21.437
5/23/18,0:35:25,21.437
5/23/18,0:35:31,21.437
5/23/18,0:35:36,21.437
5/23/18,0:35:42,21.437
5/23/18,0:35:48,21.437
5/23/18,0:35:54,21.437
5/23/18,0:36:00,21.437
5/23/18,0:36:06,21.437
5/23/18,0:36:12,21.437
5/23/18,0:36:18,21.437
5/23/18,0:36:24,21.437
5/23/18,0:36:30,21.437
5/23/18,0:36:36,21.437
5/23/18,0:36:42,21.437
5/23/18,0:36:47,21.437
5/23/18,0:36:53,21.437
5/23/18,0:36:59,21.437
5/23/18,0:37:05,21.437
5/23/18,0:37:11,21.437
5/23/18,0:37:17,21.437
5/23/18,0:37:23,21.437
5/23/18,0:37:29,21.437
5/23/18,0:37:35,21.437
5/23/18,0:37:41,21.437
5/23/18,0:37:47,21.437
5/23/18,0:37:53,21.437
5/23/18,0:37:59,21.437
5/23/18,0:38:04,21.437
5/23/18,0:38:10,21.437
5/23/18,0:38:16,21.437
5/23/18,0:38:22,21.437
5/23/18,0:38:28,21.437
5/23/18,0:38:34,21.437
5/23/18,0:38:40,21.375
5/23/18,0:38:46,21.375
5/23/18,0:38:52,21.375
5/23/18,0:38:58,21.375
5/23/18,0:39:04,21.375
5/23/18,0:39:10,21.375
5/23/18,0:39:15,21.375
5/23/18,0:39:21,21.375
5/23/18,0:39:27,21.375
5/23/18,0:39:33,21.375
5/23/18,0:39:39,21.375
5/23/18,0:39:45,21.375
5/23/18,0:39:51,21.375
5/23/18,0:39:57,21.375
5/23/18,0:40:03,21.375
5/23/18,0:40:09,21.375
5/23/18,0:40:15,21.375
5/23/18,0:40:21,21.375
5/23/18,0:40:27,21.375
5/23/18,0:40:32,21.375
5/23/18,0:40:38,21.375
5/23/18,0:40:44,21.375
5/23/18,0:40:50,21.375
5/23/18,0:40:56,21.375
5/23/18,0:41:02,21.375
5/23/18,0:41:08,21.375
5/23/18,0:41:14,21.375
5/23/18,0:41:20,21.375
5/23/18,0:41:26,21.312
5/23/18,0:41:32,21.312
5/23/18,0:41:38,21.312
5/23/18,0:41:43,21.312
5/23/18,0:41:49,21.312
5/23/18,0:41:55,21.312
5/23/18,0:42:01,21.312
5/23/18,0:42:07,21.312
5/23/18,0:42:13,21.312
5/23/18,0:17:05,20.937
5/23/18,0:17:11,20.875
5/23/18,0:17:17,20.875
5/23/18,0:17:23,20.875
5/23/18,0:17:28,20.875
5/23/18,0:17:34,20.875
5/23/18,0:17:40,20.812
5/23/18,0:17:46,20.812
5/23/18,0:17:52,20.812
5/23/18,0:17:58,20.812
5/23/18,0:18:04,20.812
5/23/18,0:18:10,20.75
5/23/18,0:18:16,20.75
5/23/18,0:18:22,20.75
5/23/18,0:18:28,20.75
5/23/18,0:18:34,20.75
5/23/18,0:18:40,20.75
5/23/18,0:18:45,20.75
5/23/18,0:18:51,20.75
5/23/18,0:18:57,20.75
5/23/18,0:19:03,20.75
5/23/18,0:19:09,20.75
5/23/18,0:19:15,20.687
5/23/18,0:19:21,20.687
5/23/18,0:19:27,20.687
5/23/18,0:19:33,20.687
5/23/18,0:19:39,20.687
5/23/18,0:19:45,20.687
5/23/18,0:19:51,20.625
5/23/18,0:19:56,20.687
5/23/18,0:20:02,20.625
5/23/18,0:20:08,20.625
5/23/18,0:20:14,20.625
5/23/18,0:20:20,20.625
5/23/18,0:20:26,20.625
5/23/18,0:20:32,20.625
5/23/18,0:20:38,20.625
5/23/18,0:20:44,20.625
5/23/18,0:20:50,20.625
5/23/18,0:20:56,20.625
5/23/18,0:21:02,20.562
5/23/18,0:21:08,20.562
5/23/18,0:21:13,20.562
5/23/18,0:21:19,20.562
5/23/18,0:21:25,20.562
5/23/18,0:21:31,20.562
5/23/18,0:21:37,20.562
5/23/18,0:21:43,20.562
5/23/18,0:21:49,20.562
5/23/18,0:21:55,20.562
5/23/18,0:22:01,20.562
5/23/18,0:22:07,20.5
5/23/18,0:22:13,20.5
5/23/18,0:22:19,20.5
5/23/18,0:22:24,20.5
5/23/18,0:22:30,20.5
5/23/18,0:22:36,20.5
5/23/18,0:22:42,20.5
5/23/18,0:22:48,20.437
5/23/18,0:22:54,20.5
5/23/18,0:23:00,20.437
5/23/18,0:23:06,20.437
5/23/18,0:23:12,20.437
5/23/18,0:23:18,20.437
5/23/18,0:23:24,20.437
5/23/18,0:23:30,20.437
5/23/18,0:23:36,20.437
5/23/18,0:23:41,20.437
5/23/18,0:23:47,20.437
5/23/18,0:23:53,20.437
5/23/18,0:23:59,20.437
5/23/18,0:24:05,20.437
5/23/18,0:24:11,20.437
5/23/18,0:24:17,20.437
5/23/18,0:24:23,20.437
5/23/18,0:24:29,20.437
5/23/18,0:24:35,20.437
5/23/18,0:24:41,20.5
5/23/18,0:24:47,20.5
5/23/18,0:24:52,20.437
5/23/18,0:24:58,20.5
5/23/18,0:25:04,20.5
5/23/18,0:25:10,20.5
5/23/18,0:25:16,20.5
5/23/18,0:25:22,20.5
5/23/18,0:25:28,20.5
5/23/18,0:25:34,20.5
5/23/18,0:25:40,20.5
5/23/18,0:25:46,20.5
5/23/18,0:25:52,20.5
5/23/18,0:25:58,20.5
5/23/18,0:26:04,20.5
5/23/18,0:26:09,20.562
5/23/18,0:26:15,20.562
5/23/18,0:26:21,20.562
5/23/18,0:26:27,20.562
5/23/18,0:26:33,20.562
5/23/18,0:26:39,20.562
5/23/18,0:26:45,20.562
5/23/18,0:26:51,20.625
5/23/18,0:26:57,20.562
5/23/18,0:27:03,20.625
5/23/18,0:27:09,20.625
5/23/18,0:27:15,20.625
5/23/18,0:27:20,20.625
5/23/18,0:27:26,20.625
5/23/18,0:27:32,20.625
5/23/18,0:27:38,20.625
5/23/18,0:27:44,20.687
5/23/18,0:27:50,20.687
5/23/18,0:27:56,20.687
5/23/18,0:28:02,20.687
5/23/18,0:28:08,20.687
5/23/18,0:28:14,20.687
5/23/18,0:28:20,20.687
5/23/18,0:28:26,20.687
5/23/18,0:28:32,20.75
5/23/18,0:28:37,20.75
5/23/18,0:28:43,20.75
5/23/18,0:28:49,20.75
5/23/18,0:28:55,20.75
5/23/18,0:29:01,20.75
5/23/18,0:29:07,20.75
5/23/18,0:29:13,20.812
5/23/18,0:29:19,20.812
5/23/18,0:29:25,20.812
5/23/18,0:29:31,20.812
5/23/18,0:29:37,20.812
5/23/18,0:29:43,20.812
5/23/18,0:29:48,20.812
5/23/18,0:29:54,20.812
5/23/18,0:30:00,20.812
5/23/18,0:30:06,20.812
5/23/18,0:30:12,20.875
5/23/18,0:30:18,20.812
5/23/18,0:30:24,20.875
5/23/18,0:30:30,20.875
5/23/18,0:30:36,20.875
5/23/18,0:30:42,20.875
5/23/18,0:30:48,20.875
5/23/18,0:30:54,20.875
5/23/18,0:31:00,20.875
5/23/18,0:31:05,20.875
5/23/18,0:31:11,20.875
5/23/18,0:31:17,20.937
5/23/18,0:31:23,20.937
5/23/18,0:31:29,20.937
5/23/18,0:31:35,20.937
5/23/18,0:31:41,20.937
5/23/18,0:31:47,20.937
5/23/18,0:31:53,20.937
5/23/18,0:31:59,20.937
5/23/18,0:32:05,20.937
5/23/18,0:32:11,20.937
5/23/18,0:32:16,21
5/23/18,0:32:22,21
5/23/18,0:32:28,21
5/23/18,0:32:34,21
5/23/18,0:32:40,21
5/23/18,0:32:46,21
5/23/18,0:32:52,21
5/23/18,0:32:58,21
5/23/18,0:33:04,21
5/23/18,0:33:10,21
5/23/18,0:33:16,21
5/23/18,0:33:22,21
5/23/18,0:33:28,21.062
5/23/18,0:33:33,21.062
5/23/18,0:33:39,21.062
5/23/18,0:33:45,21.062
5/23/18,0:33:51,21.062
5/23/18,0:33:57,21.062
5/23/18,0:34:03,21.062
5/23/18,0:34:09,21.062
5/23/18,0:34:15,21.062
5/23/18,0:34:21,21.062
5/23/18,0:34:27,21.062
5/23/18,0:34:33,21.062
5/23/18,0:34:39,21.062
5/23/18,0:34:44,21.062
5/23/18,0:34:50,21.062
5/23/18,0:34:56,21.125
5/23/18,0:35:02,21.125
5/23/18,0:35:08,21.125
5/23/18,0:35:14,21.125
5/23/18,0:35:20,21.125
5/23/18,0:35:26,21.125
5/23/18,0:35:32,21.125
5/23/18,0:35:38,21.125
5/23/18,0:35:44,21.125
5/23/18,0:35:50,21.125
5/23/18,0:35:56,21.125
5/23/18,0:36:01,21.125
5/23/18,0:36:07,21.125
5/23/18,0:36:13,21.187
5/23/18,0:36:19,21.187
5/23/18,0:36:25,21.187
5/23/18,0:36:31,21.187
5/23/18,0:36:37,21.187
5/23/18,0:36:43,21.187
5/23/18,0:36:49,21.187
5/23/18,0:36:55,21.187
5/23/18,0:37:01,21.187
5/23/18,0:37:07,21.187
5/23/18,0:37:12,21.187
5/23/18,0:37:18,21.187
5/23/18,0:37:24,21.187
5/23/18,0:37:30,21.25
5/23/18,0:37:36,21.25
5/23/18,0:37:42,21.25
5/23/18,0:37:48,21.25
5/23/18,0:37:54,21.25
5/23/18,0:38:00,21.25
5/23/18,0:38:06,21.25
5/23/18,0:38:12,21.25
5/23/18,0:38:18,21.25
5/23/18,0:38:24,21.25
5/23/18,0:38:29,21.25
5/23/18,0:38:35,21.25
5/23/18,0:38:41,21.25
5/23/18,0:38:47,21.25
5/23/18,0:38:53,21.25
5/23/18,0:38:59,21.312
5/23/18,0:39:05,21.312
5/23/18,0:39:11,21.312
5/23/18,0:39:17,21.312
5/23/18,0:39:23,21.312
5/23/18,0:39:29,21.312
5/23/18,0:39:35,21.312
5/23/18,0:39:40,21.312
5/23/18,0:39:46,21.312
5/23/18,0:39:52,21.312
5/23/18,0:39:58,21.312
5/23/18,0:40:04,21.312
5/23/18,0:40:10,21.312
5/23/18,0:40:16,21.312
5/23/18,0:40:22,21.312
5/23/18,0:40:28,21.312
5/23/18,0:40:34,21.375
5/23/18,0:40:40,21.375
5/23/18,0:40:46,21.375
5/23/18,0:40:52,21.375
5/23/18,0:40:57,21.375
5/23/18,0:41:03,21.375
5/23/18,0:41:09,21.375
5/23/18,0:41:15,21.375
5/23/18,0:41:21,21.375
5/23/18,0:41:27,21.375
5/23/18,0:41:33,21.375
5/23/18,0:41:39,21.375
5/23/18,0:41:45,21.375
5/23/18,0:41:51,21.375
5/23/18,0:41:57,21.375
5/23/18,0:42:03,21.312
5/23/18,0:42:08,21.312
5/23/18,0:42:14,21.312
5/23/18,0:42:20,21.312
5/23/18,0:42:26,21.312
5/23/18,0:42:32,21.312
5/23/18,0:42:38,21.312
5/23/18,0:42:44,21.25
5/23/18,0:42:50,21.25
5/23/18,0:42:56,21.25
5/23/18,0:43:02,21.25
5/23/18,0:43:08,21.25
5/23/18,0:43:14,21.187
5/23/18,0:43:20,21.187
5/23/18,0:43:25,21.187
5/23/18,0:43:31,21.187
5/23/18,0:43:37,21.125
5/23/18,0:43:43,21.125
5/23/18,0:43:49,21.125
5/23/18,0:43:55,21.125
5/23/18,0:44:01,21.062
5/23/18,0:44:07,21.062
5/23/18,0:44:13,21.062
5/23/18,0:44:19,21.062
5/23/18,0:44:25,21
5/23/18,0:44:31,21
5/23/18,0:44:36,21
5/23/18,0:44:42,21
5/23/18,0:44:48,20.937
5/23/18,0:44:54,20.937
5/23/18,0:45:00,20.937
5/23/18,0:45:06,20.937
5/23/18,0:45:12,20.937
5/23/18,0:45:18,20.937
5/23/18,0:45:24,20.875
5/23/18,0:45:30,20.875
5/23/18,0:45:36,20.875
5/23/18,0:45:42,20.875
5/23/18,0:45:48,20.875
5/23/18,0:45:53,20.812
5/23/18,0:45:59,20.812
5/23/18,0:46:05,20.812
5/23/18,0:46:11,20.812
5/23/18,0:46:17,20.812
5/23/18,0:46:23,20.812
5/23/18,0:46:29,20.812
5/23/18,0:46:35,20.75
5/23/18,0:46:41,20.75
5/23/18,0:46:47,20.75
5/23/18,0:46:53,20.75
5/23/18,0:46:59,20.687
5/23/18,0:47:04,20.687
5/23/18,0:47:10,20.687
5/23/18,0:47:16,20.687
5/23/18,0:47:22,20.687
5/23/18,0:47:28,20.687
5/23/18,0:47:34,20.687
5/23/18,0:47:40,20.687
5/23/18,0:47:46,20.687
5/23/18,0:47:52,20.625
5/23/18,0:47:58,20.625
5/23/18,0:48:04,20.625
5/23/18,0:48:10,20.625
5/23/18,0:48:16,20.625
5/23/18,0:48:21,20.625
5/23/18,0:48:27,20.562
5/23/18,0:48:33,20.562
5/23/18,0:48:39,20.562
5/23/18,0:48:45,20.562
5/23/18,0:48:51,20.562
5/23/18,0:48:57,20.562
5/23/18,0:49:03,20.5
5/23/18,0:49:09,20.5
5/23/18,0:49:15,20.5
5/23/18,0:49:21,20.5
5/23/18,0:49:27,20.5
5/23/18,0:49:32,20.5
5/23/18,0:49:38,20.5
5/23/18,0:49:44,20.437
5/23/18,0:49:50,20.437
5/23/18,0:49:56,20.437
5/23/18,0:50:02,20.437
5/23/18,0:50:08,20.437
5/23/18,0:50:14,20.437
5/23/18,0:50:20,20.437
5/23/18,0:50:26,20.437
5/23/18,0:50:32,20.437
5/23/18,0:50:38,20.437
5/23/18,0:50:44,20.375
5/23/18,0:50:49,20.375
5/23/18,0:50:55,20.375
5/23/18,0:51:01,20.375
5/23/18,0:51:07,20.375
5/23/18,0:51:13,20.375
5/23/18,0:51:19,20.375
5/23/18,0:51:25,20.375
5/23/18,0:51:31,20.375
5/23/18,0:51:37,20.375
5/23/18,0:51:43,20.312
5/23/18,0:51:49,20.375
5/23/18,0:51:55,20.375
5/23/18,0:52:00,20.312
5/23/18,0:52:06,20.312
5/23/18,0:52:12,20.312
5/23/18,0:52:18,20.312
5/23/18,0:52:24,20.312
5/23/18,0:52:30,20.312
5/23/18,0:52:36,20.312
5/23/18,0:52:42,20.312
5/23/18,0:52:48,20.312
5/23/18,0:52:54,20.312
5/23/18,0:53:00,20.312
5/23/18,0:53:06,20.312
5/23/18,0:53:12,20.312
5/23/18,0:53:17,20.312
5/23/18,0:53:23,20.312
5/23/18,0:53:29,20.312
5/23/18,0:53:35,20.312
5/23/18,0:53:41,20.312
5/23/18,0:53:47,20.312
5/23/18,0:53:53,20.312
5/23/18,0:53:59,20.312
5/23/18,0:54:05,20.312
5/23/18,0:54:11,20.312
5/23/18,0:54:17,20.375
5/23/18,0:54:23,20.375
5/23/18,0:54:28,20.375
5/23/18,0:54:34,20.375
5/23/18,0:54:40,20.375
5/23/18,0:54:46,20.375
5/23/18,0:54:52,20.375
5/23/18,0:54:58,20.375
5/23/18,0:55:04,20.375
5/23/18,0:55:10,20.375
5/23/18,0:55:16,20.375
5/23/18,0:55:22,20.375
5/23/18,0:55:28,20.437
5/23/18,0:55:34,20.437
5/23/18,0:55:40,20.437
5/23/18,0:55:45,20.437
5/23/18,0:55:51,20.437
5/23/18,0:55:57,20.437
5/23/18,0:56:03,20.437
5/23/18,0:56:09,20.437
5/23/18,0:56:15,20.5
5/23/18,0:56:21,20.5
5/23/18,0:56:27,20.5
5/23/18,0:56:33,20.5
5/23/18,0:56:39,20.5
5/23/18,0:56:45,20.5
5/23/18,0:56:51,20.5
5/23/18,0:56:56,20.5
5/23/18,0:57:02,20.562
5/23/18,0:57:08,20.562
5/23/18,0:57:14,20.562
5/23/18,0:57:20,20.562
5/23/18,0:57:26,20.562
5/23/18,0:57:32,20.562
5/23/18,0:57:38,20.562
5/23/18,0:57:44,20.625
5/23/18,0:57:50,20.625
5/23/18,0:57:56,20.625
5/23/18,0:58:02,20.625
5/23/18,0:58:08,20.625
5/23/18,0:58:13,20.625
5/23/18,0:58:19,20.625
5/23/18,0:58:25,20.625
5/23/18,0:58:31,20.687
5/23/18,0:58:37,20.687
5/23/18,0:58:43,20.687
5/23/18,0:58:49,20.687
5/23/18,0:58:55,20.687
5/23/18,0:59:01,20.687
5/23/18,0:59:07,20.687
5/23/18,0:59:13,20.687
5/23/18,0:59:19,20.687
5/23/18,0:59:24,20.687
5/23/18,0:59:30,20.75
5/23/18,0:59:36,20.75
5/23/18,0:59:42,20.75
5/23/18,0:59:48,20.75
5/23/18,0:59:54,20.75
5/23/18,1:00:00,20.75
5/23/18,1:00:06,20.75
5/23/18,1:00:12,20.75
5/23/18,1:00:18,20.75
5/23/18,1:00:24,20.812
5/23/18,1:00:30,20.812
5/23/18,1:00:36,20.812
5/23/18,1:00:41,20.812
5/23/18,1:00:47,20.812
5/23/18,1:00:53,20.812
5/23/18,1:00:59,20.812
5/23/18,1:01:05,20.812
5/23/18,1:01:11,20.812
